"","q33","q35","q36","q37","q44","q61","q139","se2","se3_1","se3_2","se4","se5","se5a","se6","se7","se7a"
"939",1,2,2,1,3,2,1,1,1958,59,2,9,16,40,1,1
"940",1,2,2,2,8,2,9,2,1949,68,4,2,1,40,1,1
"941",1,2,2,2,4,2,3,1,1962,55,2,9,16,40,1,2
"942",1,2,2,2,3,2,2,2,1992,25,2,7,12,40,1,2
"943",1,2,2,2,2,2,2,1,1949,68,2,7,12,40,1,1
"944",1,2,2,2,4,2,2,2,1964,53,2,1,-1,40,1,1
"945",1,2,2,2,3,2,2,1,1964,53,2,3,6,40,1,2
"946",1,2,2,2,8,2,8,2,1962,55,4,2,2,40,1,1
"947",1,2,2,2,4,2,2,1,1969,48,4,7,12,40,1,2
"948",1,2,2,2,4,3,2,2,1976,41,2,2,2,40,1,1
"949",1,2,2,2,1,2,2,1,1979,38,2,7,12,40,1,2
"950",1,2,2,2,2,2,2,2,1979,38,2,3,6,40,1,2
"951",1,2,2,2,2,2,3,1,1983,34,2,7,13,40,3,2
"952",1,2,2,2,3,2,2,2,1939,78,2,2,3,40,2,2
"953",1,2,2,9,2,2,2,1,1989,28,1,7,12,40,3,3
"954",1,2,2,2,4,2,2,2,1957,60,2,2,4,40,1,2
"955",1,2,2,2,3,2,2,1,1938,79,2,2,3,40,4,2
"956",1,2,2,2,4,2,3,2,1969,48,2,5,9,40,1,2
"957",1,2,2,2,2,2,2,1,1967,50,2,7,12,40,1,2
"958",1,2,2,2,3,2,2,2,1982,35,2,9,15,40,4,2
"959",1,1,2,2,2,2,2,1,1949,68,2,2,3,40,4,2
"960",1,2,2,2,3,2,2,2,1970,47,2,3,6,40,1,2
"961",1,2,2,2,3,1,3,1,1956,61,2,9,16,40,1,2
"962",2,2,2,2,3,1,4,2,1968,49,2,10,18,40,1,1
"963",1,1,1,2,2,3,3,1,1962,55,1,9,18,40,1,3
"964",1,1,2,2,2,1,3,2,1976,41,2,7,12,40,1,1
"965",1,2,2,2,2,1,2,1,1984,33,2,5,9,40,2,3
"966",1,2,2,2,2,2,3,2,1973,44,2,7,12,40,2,3
"967",1,2,2,2,2,3,3,1,1978,39,2,7,12,40,2,3
"968",1,2,2,2,3,3,2,2,1952,65,2,7,12,20,4,1
"969",1,2,2,2,3,2,2,1,1984,33,2,7,12,40,2,3
"970",1,2,2,2,3,2,3,2,1981,36,2,5,9,40,1,2
"971",1,1,2,2,4,2,3,1,1955,62,2,7,12,50,99,1
"972",1,2,2,8,4,2,3,2,1955,62,2,8,14,40,1,2
"973",1,1,2,2,4,2,2,1,1957,60,2,2,4,40,1,2
"974",1,1,2,2,4,2,3,2,1936,81,1,2,-1,40,1,2
"975",1,2,2,2,2,2,3,1,1959,58,2,7,12,40,1,2
"976",1,2,2,8,4,2,3,2,1957,60,2,2,2,40,1,2
"977",2,2,2,1,3,2,4,1,1980,37,2,7,12,40,1,2
"978",1,2,2,2,2,7,3,2,1972,45,2,7,12,40,3,2
"979",2,2,2,2,4,2,3,1,1947,70,2,7,12,80,3,2
"980",1,2,2,2,2,2,3,2,1988,29,2,9,16,40,1,2
"981",1,2,2,2,3,3,3,1,1996,21,1,5,9,40,5,1
"982",1,2,2,2,2,1,3,2,1967,50,2,3,6,40,1,1
"983",1,2,2,2,2,2,2,1,1962,55,2,2,4,40,3,2
"984",1,2,2,2,3,1,3,2,1984,33,2,4,7,40,1,1
"985",1,2,2,2,2,3,2,1,1977,40,2,5,9,40,1,1
"986",1,2,2,2,4,2,2,2,1993,24,1,7,12,40,1,2
"987",1,2,1,2,2,1,8,1,1956,61,2,2,2,40,1,1
"988",1,2,2,2,2,3,2,2,1969,48,2,1,-1,40,1,3
"989",1,1,2,1,4,2,2,1,1960,57,2,7,12,40,3,3
"990",1,2,2,2,4,1,4,2,1981,36,2,3,6,40,1,3
"991",8,2,2,2,3,3,4,1,1967,50,2,9,15,40,99,2
"992",1,2,2,2,4,2,3,2,1967,50,2,2,2,40,1,2
"993",1,2,2,2,2,2,3,1,1962,55,2,8,14,40,1,2
"994",1,2,2,2,2,2,3,2,1970,47,2,7,12,40,1,2
"995",1,2,2,2,3,3,3,1,1974,43,2,7,12,80,1,2
"996",1,2,2,2,3,2,3,2,1969,48,2,9,15,40,1,2
"997",1,2,2,2,2,2,2,1,1980,37,2,7,12,40,1,2
"998",1,2,2,2,4,1,3,2,1992,25,2,3,6,40,1,2
"999",1,2,2,2,4,2,3,1,1953,64,1,7,12,40,1,2
"1000",1,2,2,2,4,2,3,2,1958,59,2,6,11,40,1,2
"1001",1,2,2,2,4,2,3,1,1964,53,2,9,16,40,1,1
"1002",1,2,2,2,3,1,3,2,1970,47,2,7,9,40,1,3
"1003",1,2,1,2,2,2,3,1,1955,62,2,7,-1,40,1,1
"1004",1,2,2,2,2,1,2,2,1963,54,2,3,6,40,1,1
"1005",1,2,2,2,4,1,2,1,1966,51,2,7,9,40,3,2
"1006",2,2,2,2,4,1,4,2,1974,43,2,9,17,40,1,1
"1007",1,2,2,2,4,2,2,1,1953,64,2,5,9,40,1,1
"1008",1,2,2,2,3,1,2,2,1958,59,2,3,6,40,1,1
"1009",1,2,2,2,2,1,1,1,1965,52,2,7,12,40,3,2
"1010",1,2,2,2,4,2,2,2,1958,59,1,2,2,40,1,1
"1011",1,2,0,2,3,2,3,1,1983,34,2,5,9,40,1,2
"1012",2,2,2,2,4,1,2,2,1956,61,2,2,4,40,1,1
"1013",1,2,2,2,4,8,2,1,1996,21,1,7,14,40,1,2
"1014",1,2,2,2,3,1,4,2,1967,50,2,2,4,40,1,1
"1015",1,2,2,2,3,1,2,1,1980,37,2,2,5,40,1,2
"1016",2,2,2,2,3,2,2,2,1999,18,2,5,9,40,1,3
"1017",2,2,2,2,4,8,2,1,1999,18,1,6,14,40,1,1
"1018",1,2,2,2,3,1,1,2,1954,63,3,2,4,40,1,2
"1019",1,2,2,2,3,1,2,1,1965,52,2,2,5,40,1,1
"1020",1,2,2,2,3,1,3,2,1976,41,2,3,6,40,1,2
"1021",1,1,2,2,2,2,2,1,1979,38,1,3,6,40,1,2
"1022",1,2,2,2,4,1,8,2,1978,39,2,3,-1,40,1,1
"1023",1,2,2,2,4,3,2,1,1972,45,2,3,6,40,1,3
"1024",1,2,2,2,4,3,3,2,1949,68,2,1,-1,40,1,2
"1025",1,2,2,2,3,2,2,1,1982,35,2,2,5,40,1,1
"1026",1,2,2,2,3,2,3,2,1977,40,2,2,6,40,1,1
"1027",1,2,2,2,4,1,3,1,1972,45,2,2,5,40,1,2
"1028",2,2,2,2,4,2,8,2,1989,28,2,3,6,40,1,1
"1029",1,2,2,2,4,2,3,1,1972,45,2,3,6,40,1,1
"1030",1,2,2,2,4,1,3,2,1981,36,2,2,4,40,1,2
"1031",2,2,8,2,8,7,8,1,1959,58,2,2,2,40,7,3
"1032",1,2,2,2,2,1,2,2,1965,52,2,2,2,40,1,2
"1033",1,2,2,2,2,2,3,1,1948,69,2,2,5,40,1,2
"1034",1,2,2,2,2,2,2,2,1974,43,2,5,9,40,1,2
"1035",1,2,2,2,4,2,7,1,1950,67,2,1,-1,40,1,2
"1036",1,8,8,2,2,1,2,2,1987,30,2,7,12,40,1,2
"1037",1,2,2,2,2,2,3,1,1978,39,2,9,13,40,1,2
"1038",1,2,2,2,4,1,2,2,1967,50,2,3,6,40,1,1
"1039",1,2,2,2,2,2,3,1,1965,52,2,7,12,40,1,1
"1040",1,2,2,2,4,2,2,2,1979,38,2,4,7,40,1,2
"1041",2,2,2,2,4,2,2,1,1991,26,2,2,3,40,1,2
"1042",1,2,2,2,2,2,2,2,1950,67,2,3,6,40,1,2
"1043",1,2,1,1,2,3,3,1,1978,39,2,3,6,40,1,2
"1044",1,2,2,2,4,2,3,2,1971,46,2,2,3,40,1,2
"1045",1,2,1,2,2,3,2,1,1980,37,2,7,12,40,1,2
"1046",1,2,2,2,4,2,3,2,1985,32,2,7,12,40,1,2
"1047",1,2,2,2,2,7,2,1,1971,46,2,3,6,40,1,2
"1048",1,2,2,2,4,2,7,2,1974,43,2,1,-1,40,1,2
"1049",1,2,2,2,4,3,3,1,1931,86,2,2,5,40,1,1
"1050",1,1,2,2,3,2,2,2,1954,63,2,2,3,40,1,2
"1051",1,2,2,2,2,1,2,1,1980,37,2,9,18,40,1,1
"1052",1,2,2,2,4,2,2,2,1979,38,2,7,12,40,1,2
"1053",1,1,2,2,4,2,2,1,1987,30,2,2,5,40,1,2
"1054",1,2,2,2,3,2,2,2,1983,34,2,2,4,40,1,1
"1055",1,1,1,1,2,1,2,1,1973,44,2,1,-1,40,1,1
"1056",1,2,2,2,4,2,2,2,1982,35,2,2,5,40,3,1
"1057",1,2,1,2,2,1,2,1,1993,24,2,5,6,40,1,1
"1058",1,2,2,2,3,3,2,2,1975,42,2,5,9,40,1,1
"1059",1,2,2,2,2,2,2,1,1954,63,2,2,3,40,1,1
"1060",1,2,2,2,4,3,2,2,1970,47,2,1,-1,40,1,2
"1061",1,2,2,2,4,1,3,1,1950,67,2,2,3,40,1,1
"1062",1,2,1,1,4,1,1,2,1978,39,2,5,9,40,1,2
"1063",1,2,1,2,2,1,2,1,1976,41,2,7,12,40,1,2
"1064",1,2,2,2,3,1,3,2,1987,30,2,5,9,40,1,2
"1065",1,2,2,2,3,2,1,1,1976,41,2,3,6,40,1,2
"1066",1,2,2,2,3,3,2,2,1983,34,2,3,6,40,1,2
"1067",1,2,2,2,3,1,2,1,1974,43,2,2,3,40,1,1
"1068",1,2,1,2,4,1,3,2,1961,56,2,1,-1,40,1,1
"1069",1,1,2,2,2,1,3,1,1987,30,2,2,1,40,1,2
"1070",1,1,2,2,3,1,1,2,1970,47,2,1,-1,40,1,1
"1071",1,2,2,2,4,3,3,1,1988,29,1,9,15,40,1,1
"1072",1,2,2,2,3,3,3,2,1963,54,4,5,9,40,1,1
"1073",1,2,2,2,4,2,8,1,1971,46,2,2,3,40,6,2
"1074",1,2,2,2,4,3,4,2,1982,35,2,5,9,40,1,1
"1075",1,2,2,2,4,3,3,1,1970,47,2,3,6,40,1,2
"1076",1,2,2,2,4,3,8,2,1982,35,2,3,6,40,1,1
"1077",1,2,2,2,4,2,3,1,1951,66,2,3,6,40,1,1
"1078",1,2,2,2,4,2,3,2,1970,47,2,3,6,40,1,1
"1079",1,2,2,2,4,3,3,1,1945,72,4,5,9,40,1,1
"1080",1,2,2,2,4,2,3,2,1982,35,2,7,12,40,1,1
"1081",1,2,2,2,4,1,2,1,1961,56,2,2,4,40,1,1
"1082",1,2,2,2,4,1,3,2,1969,48,2,3,6,40,1,1
"1083",1,2,2,2,4,1,2,1,1970,47,2,3,6,40,1,1
"1084",1,2,2,2,4,4,2,2,1971,46,2,3,6,40,1,1
"1085",1,2,2,2,4,3,3,1,1977,40,2,5,9,40,1,1
"1086",1,2,2,2,4,1,3,2,1964,53,2,3,6,40,1,1
"1087",1,2,2,2,4,1,2,1,1956,61,2,2,2,40,1,1
"1088",8,2,2,2,4,1,2,2,1970,47,2,3,6,40,1,1
"1089",1,2,2,2,3,2,2,1,1966,51,2,3,6,40,1,1
"1090",2,2,1,2,2,1,2,2,1999,18,1,5,9,40,1,1
"1091",1,1,1,1,1,2,3,1,1959,58,2,3,6,40,1,1
"1092",1,2,2,2,4,3,3,2,1983,34,2,2,6,40,1,1
"1093",1,8,2,2,3,2,3,1,1966,51,2,3,6,40,1,1
"1094",1,2,2,1,2,2,3,2,1957,60,2,2,2,80,3,2
"1095",1,2,2,2,2,7,3,1,1942,75,2,1,-1,40,1,1
"1096",1,9,2,2,4,3,2,2,1980,37,2,3,6,40,1,1
"1097",1,8,1,2,8,2,2,1,1975,42,2,2,1,40,99,2
"1098",1,2,2,2,2,3,3,2,1953,64,4,2,6,40,1,2
"1099",1,1,1,1,1,1,3,1,1966,51,2,2,4,40,1,1
"1100",1,2,2,2,8,8,2,2,1957,60,2,2,4,40,1,1
"1101",1,2,2,2,4,2,2,1,1974,43,2,7,12,40,1,2
"1102",1,2,2,2,2,2,3,2,1980,37,2,7,12,40,1,2
"1103",1,2,2,2,3,2,2,1,1997,20,1,5,9,40,1,2
"1104",1,2,2,2,4,1,3,2,1976,41,2,7,12,40,1,2
"1105",1,2,2,2,2,1,3,1,1950,67,2,7,15,40,1,2
"1106",1,2,2,2,4,2,2,2,1955,62,4,3,6,40,3,2
"1107",1,2,2,2,4,2,7,1,1930,87,2,2,-1,40,1,2
"1108",1,2,2,2,4,2,7,2,1952,65,2,3,6,40,1,1
"1109",1,2,2,2,2,8,2,1,1991,26,1,7,12,40,1,2
"1110",1,2,2,2,3,2,3,2,1969,48,2,5,9,40,1,9
"1111",1,2,2,2,3,2,3,1,1974,43,2,3,6,40,1,2
"1112",1,2,2,2,3,3,3,2,1974,43,2,5,9,40,1,2
"1113",1,2,2,2,3,2,3,1,1973,44,2,3,6,40,1,2
"1114",1,2,2,2,3,3,3,2,1987,30,2,5,9,40,1,2
"1115",1,2,2,2,4,2,2,1,1951,66,2,2,3,40,2,3
"1116",1,2,2,2,2,2,3,2,1976,41,2,3,6,40,1,3
"1117",1,2,2,2,2,2,3,1,1956,61,2,2,5,40,1,2
"1118",1,2,2,2,3,3,3,2,1969,48,2,3,6,40,1,2
"1119",1,2,2,2,3,2,3,1,1987,30,2,3,6,40,1,2
"1120",1,2,2,2,3,3,3,2,1975,42,2,3,6,40,1,2
"1121",1,1,2,2,2,2,2,1,1938,79,2,2,3,40,1,2
"1122",1,2,2,2,2,2,2,2,1949,68,2,3,6,40,1,2
"1123",1,2,2,2,4,2,3,1,1986,31,1,7,12,40,1,2
"1124",1,2,2,2,3,3,2,2,1953,64,2,3,6,40,1,2
"1125",1,9,2,2,3,3,3,1,1982,35,1,7,12,40,1,2
"1126",1,2,2,2,4,3,3,2,1994,23,1,6,12,40,1,2
"1127",1,2,2,2,4,3,3,1,1959,58,1,3,6,10,1,2
"1128",1,1,2,2,2,2,1,2,1966,51,2,7,12,40,1,2
"1129",1,1,2,1,3,3,2,1,1979,38,2,7,12,40,1,2
"1130",1,2,2,2,3,3,3,2,1963,54,2,3,6,40,1,2
"1131",1,2,1,2,4,1,8,1,1968,49,2,5,9,40,1,2
"1132",1,2,2,2,3,3,8,2,1982,35,2,5,9,40,1,2
"1133",1,2,2,0,2,1,3,1,1960,57,2,3,6,40,1,2
"1134",1,2,2,2,4,2,8,2,1962,55,2,2,4,40,1,2
"1135",1,2,2,2,2,2,8,1,1962,55,2,2,5,40,1,2
"1136",1,2,2,2,4,2,3,2,1985,32,2,5,9,40,1,3
"1137",1,2,2,2,4,1,8,1,1960,57,2,2,2,40,1,2
"1138",1,2,1,2,4,1,8,2,1971,46,2,3,6,40,1,2
"1139",1,2,2,2,4,2,8,1,1978,39,2,3,9,40,1,2
"1140",1,2,2,2,3,2,8,2,1966,51,2,3,6,40,1,2
"1141",1,2,2,2,3,1,3,1,1975,42,2,3,6,40,1,2
"1142",1,2,2,2,4,1,2,2,1966,51,2,3,6,40,1,2
"1143",1,2,2,2,3,1,3,1,1973,44,2,3,-1,40,1,2
"1144",1,2,2,2,3,1,2,2,1969,48,2,7,12,40,1,1
"1145",1,2,2,2,3,1,2,1,1954,63,2,3,6,40,1,1
"1146",1,2,2,2,4,1,2,2,1959,58,2,2,3,40,1,1
"1147",1,2,2,2,2,1,3,1,1973,44,2,9,16,40,1,1
"1148",1,2,2,2,4,1,2,2,1978,39,2,5,9,40,1,2
"1149",1,2,2,2,2,1,3,1,1971,46,2,7,9,40,1,1
"1150",1,2,2,2,3,1,3,2,1957,60,4,5,9,40,99,1
"1151",1,2,2,2,2,2,2,1,1971,46,2,2,4,40,1,2
"1152",1,2,2,2,4,2,2,2,1953,64,2,3,6,40,1,1
"1153",1,2,2,2,3,3,3,1,1980,37,1,7,12,40,1,2
"1154",1,2,2,2,4,2,2,2,1977,40,2,3,6,40,1,1
"1155",1,2,2,2,2,2,2,1,1955,62,2,3,6,40,1,1
"1156",1,2,2,2,4,2,2,2,1986,31,2,5,9,40,1,1
"1157",1,2,2,2,2,2,2,1,1959,58,2,5,9,40,1,2
"1158",1,2,2,2,3,9,2,2,1987,30,2,5,9,40,1,2
"1159",1,2,2,2,3,2,3,1,1971,46,2,7,12,40,1,1
"1160",1,2,2,2,4,2,7,2,1969,48,4,1,-1,40,1,1
"1161",1,1,1,1,2,2,3,1,1963,54,2,1,-1,40,1,2
"1162",1,8,8,2,8,2,3,2,1964,53,2,2,2,40,1,1
"1163",1,2,2,2,3,2,2,1,1928,89,2,3,6,40,1,2
"1164",1,2,2,2,2,2,3,2,1976,41,1,5,9,40,1,1
"1165",1,2,2,2,2,1,3,1,1968,49,2,5,9,40,1,1
"1166",1,2,2,2,2,2,2,2,1976,41,2,3,6,40,1,2
"1167",1,2,2,2,4,1,3,1,1958,59,2,2,4,40,1,2
"1168",1,2,2,2,4,2,7,2,1955,62,2,3,6,40,1,2
"1169",1,2,2,2,3,2,2,1,1974,43,2,3,6,40,1,2
"1170",8,0,2,2,4,2,3,2,1975,42,2,3,6,40,1,2
"1171",1,2,2,2,2,2,3,1,1948,69,4,5,6,40,1,1
"1172",1,2,2,2,2,2,1,2,1980,37,2,3,6,40,1,2
"1173",1,2,2,2,2,1,3,1,1980,37,2,7,12,40,1,2
"1174",1,8,2,2,2,3,3,2,1962,55,2,3,6,40,1,1
"1175",1,2,2,2,4,2,2,1,1979,38,1,5,9,40,1,2
"1176",1,2,2,2,4,2,2,2,1978,39,2,5,9,40,1,2
"1177",1,2,2,2,3,2,3,1,1969,48,2,7,12,40,1,2
"1178",1,2,2,2,3,2,2,2,1982,35,2,7,12,40,1,2
"1179",2,2,2,2,2,2,1,1,1955,62,2,2,6,40,1,1
"1180",1,2,2,2,4,2,2,2,1959,58,4,1,-1,40,1,1
"1181",1,2,1,2,3,3,8,1,1951,66,2,2,4,40,1,1
"1182",1,2,1,2,3,2,2,2,1991,26,2,7,12,40,1,1
"1183",1,2,2,2,2,3,2,1,1955,62,2,3,6,40,1,1
"1184",1,2,2,2,3,2,3,2,1969,48,2,9,18,40,1,1
"1185",1,1,1,1,2,4,3,1,1950,67,2,3,7,40,1,1
"1186",1,1,1,2,3,4,3,2,1977,40,1,7,12,40,1,1
"1187",1,2,1,1,3,2,2,1,1979,38,2,3,6,40,1,2
"1188",1,2,1,2,3,3,3,2,1993,24,2,7,12,40,1,2
"1189",2,2,2,2,4,2,3,1,1973,44,2,7,12,40,1,2
"1190",1,2,2,2,2,1,4,2,1981,36,2,9,16,40,1,1
"1191",1,2,2,2,3,7,2,1,1978,39,2,3,6,40,1,2
"1192",1,2,2,2,3,7,2,2,1985,32,2,3,6,40,1,2
"1193",1,2,2,2,3,9,2,1,1955,62,2,2,2,40,1,2
"1194",1,2,2,2,4,9,8,2,1971,46,4,1,-1,40,1,2
"1195",1,2,2,2,3,9,9,1,1960,57,2,1,-1,40,1,2
"1196",1,2,2,2,4,2,9,2,1951,66,2,1,-1,40,1,2
"1197",1,2,2,2,3,9,2,1,1966,51,2,2,3,40,1,2
"1198",1,2,2,2,8,9,9,2,1961,56,4,1,-1,40,1,1
"1199",8,2,2,2,3,2,2,1,1965,52,2,1,-1,40,1,2
"1200",1,2,2,2,2,9,2,2,1982,35,2,3,6,40,1,1
"1201",1,1,2,2,4,2,2,1,1983,34,1,6,12,40,1,2
"1202",1,2,2,2,4,2,2,2,1977,40,2,1,-1,40,1,1
"1203",1,2,2,2,4,1,2,1,1994,23,1,7,-1,40,1,1
"1204",1,2,2,2,4,2,2,2,1973,44,2,1,-1,40,1,2
"1205",1,2,2,2,4,2,3,1,1963,54,2,1,-1,40,1,1
"1206",1,2,2,2,4,2,2,2,1968,49,9,1,-1,40,1,1
"1207",1,2,2,2,4,1,2,1,1985,32,1,6,12,40,1,2
"1208",1,2,2,2,4,2,2,2,1958,59,1,1,-1,40,1,2
"1209",1,2,2,2,2,4,3,1,1969,48,2,7,12,40,1,1
"1210",1,2,2,2,3,2,2,2,1973,44,2,3,6,40,1,1
"1211",1,2,2,2,3,2,3,1,1970,47,2,7,12,50,1,2
"1212",1,2,2,2,4,2,2,2,1982,35,2,7,-1,50,2,2
"1213",1,2,2,2,4,2,2,1,1966,51,2,9,12,50,1,1
"1214",1,2,2,2,4,2,2,2,1972,45,2,7,-1,50,1,2
"1215",1,2,2,2,4,2,3,1,1971,46,2,7,12,50,1,1
"1216",1,2,2,2,4,2,3,2,1990,27,2,7,-1,99,2,2
"1217",1,2,2,2,1,2,3,1,1973,44,2,7,-1,50,2,2
"1218",1,9,9,9,3,2,3,2,1957,60,2,7,12,50,1,2
"1219",1,2,2,2,4,2,2,1,1965,52,2,7,12,40,1,1
"1220",1,2,2,2,4,2,3,2,1961,56,2,7,-1,40,1,2
"1221",1,2,2,2,3,4,3,1,1990,27,1,5,-1,50,2,2
"1222",1,2,2,2,4,2,3,2,1995,22,1,7,12,50,2,1
"1223",1,2,2,2,2,2,3,1,1969,48,2,7,-1,50,2,1
"1224",1,2,2,2,4,2,8,2,1988,29,2,5,-1,50,1,2
"1225",1,2,2,2,3,2,8,1,1996,21,1,6,-1,50,1,2
"1226",1,2,2,2,4,2,3,2,1976,41,2,3,-1,50,2,2
"1227",1,2,2,2,2,2,3,1,1990,27,2,9,-1,50,2,2
"1228",1,2,2,2,4,2,3,2,1980,37,2,5,-1,50,2,2
"1229",1,2,2,2,2,2,3,1,1980,37,2,4,-1,50,2,2
"1230",1,2,2,2,4,2,3,2,1980,37,2,5,-1,50,2,2
"1231",2,2,2,2,4,8,8,1,1994,23,1,1,-1,50,2,2
"1232",1,2,2,2,3,3,3,2,1968,49,2,7,12,50,1,2
"1233",1,2,1,2,2,8,3,1,1967,50,2,10,19,50,1,2
"1234",1,2,2,2,3,8,3,2,1975,42,2,3,6,50,2,1
"1235",1,2,2,2,3,2,3,1,1981,36,2,7,12,50,2,2
"1236",1,2,2,2,2,3,3,2,1960,57,2,9,16,50,1,1
"1237",1,2,2,2,3,3,3,1,1971,46,2,7,12,50,2,2
"1238",1,2,1,2,3,2,3,2,1968,49,2,3,6,50,2,1
"1239",1,9,2,2,3,3,3,1,1991,26,1,9,17,50,1,2
"1240",1,2,2,2,3,3,3,2,1984,33,2,7,12,50,2,2
"1241",1,1,2,2,2,2,2,1,1992,25,1,7,15,40,1,2
"1242",1,2,2,2,3,8,8,2,1990,27,2,5,12,40,1,2
"1243",1,2,2,2,3,2,2,1,1981,36,2,5,9,40,1,1
"1244",1,2,2,2,4,8,2,2,1971,46,2,2,4,40,1,2
"1245",1,1,2,2,3,2,2,1,1985,32,2,9,13,40,1,2
"1246",1,2,2,2,4,8,8,2,1981,36,2,5,9,40,1,2
"1247",1,2,2,2,4,8,2,1,1976,41,2,1,-1,40,1,9
"1248",1,2,2,2,3,2,8,2,1988,29,2,7,12,40,1,2
"1249",1,2,2,2,4,8,8,1,-1,-1,2,2,4,40,1,2
"1250",1,2,2,2,3,2,8,2,1976,41,2,2,3,40,1,1
"1251",1,2,2,2,2,2,2,1,1986,31,2,7,12,40,1,2
"1252",1,2,2,2,4,3,3,2,1991,26,2,7,12,40,1,2
"1253",1,9,9,9,9,2,2,1,1973,44,2,3,6,40,1,2
"1254",1,2,2,2,3,2,2,2,1989,28,2,4,8,40,1,2
"1255",1,2,2,2,3,1,2,1,1969,48,2,2,5,40,1,2
"1256",1,2,2,2,4,2,2,2,1930,87,2,3,6,40,1,2
"1257",1,2,2,2,3,1,2,1,1960,57,2,3,6,40,1,2
"1258",1,2,2,2,3,3,3,2,1988,29,2,5,9,40,1,2
"1259",2,9,9,9,4,1,3,1,1988,29,2,7,12,40,1,2
"1260",1,2,2,2,3,2,3,2,1983,34,2,9,15,40,1,2
"1261",1,2,2,2,3,8,2,1,1963,54,2,2,2,40,1,2
"1262",1,2,2,2,4,8,2,2,1984,33,2,6,10,40,1,2
"1263",1,2,2,2,8,2,2,1,1955,62,2,3,6,40,1,1
"1264",1,2,2,2,4,3,8,2,1985,32,2,3,6,40,1,1
"1265",1,2,2,2,3,3,2,1,1970,47,2,6,9,40,1,2
"1266",1,2,2,2,4,2,2,2,1970,47,4,2,-1,40,1,2
"1267",1,1,2,1,3,2,2,1,1962,55,2,5,9,40,1,1
"1268",2,2,2,2,4,8,2,2,1965,52,2,7,12,40,1,1
"1269",1,2,2,2,8,2,2,1,1979,38,2,2,3,40,1,2
"1270",1,2,2,2,8,8,2,2,1973,44,2,5,9,40,1,2
"1271",1,2,1,2,2,4,3,1,1978,39,2,2,5,10,2,1
"1272",1,2,1,2,8,2,3,2,1990,27,2,3,6,10,2,2
"1273",1,2,1,2,3,8,2,1,1959,58,2,2,4,10,2,1
"1274",2,2,1,2,3,1,2,2,1995,22,2,4,8,10,2,1
"1275",1,1,1,1,2,3,4,1,1967,50,2,4,8,10,2,1
"1276",1,2,1,2,8,4,2,2,1980,37,2,2,5,10,2,1
"1277",1,2,2,2,4,3,2,1,1966,51,2,5,9,10,2,1
"1278",1,1,1,1,1,1,1,2,1962,55,2,2,3,10,2,1
"1279",1,2,1,1,9,2,2,1,1990,27,2,5,9,10,4,1
"1280",1,2,2,2,8,3,8,2,1972,45,2,1,-1,10,2,1
"1281",1,2,1,1,2,2,3,1,1970,47,2,9,17,20,3,1
"1282",1,1,2,2,2,2,3,2,1971,46,2,7,12,20,3,2
"1283",1,2,2,2,2,2,3,1,1967,50,2,6,12,20,3,1
"1284",1,2,2,2,4,2,3,2,1980,37,2,7,9,20,1,1
"1285",1,2,2,2,2,8,3,1,1983,34,1,2,5,20,4,2
"1286",1,2,2,2,2,3,3,2,1969,48,2,7,12,10,3,1
"1287",1,2,1,2,3,1,3,1,1971,46,2,7,12,20,3,1
"1288",1,2,2,2,2,1,3,2,1988,29,1,9,15,20,1,1
"1289",1,2,1,1,3,2,3,1,1977,40,2,4,8,20,7,2
"1290",1,2,2,2,3,2,3,2,1952,65,2,3,-1,20,4,2
"1291",1,1,1,2,3,1,3,1,1991,26,2,3,6,20,4,2
"1292",1,1,2,2,3,3,4,2,1988,29,2,3,6,10,4,1
"1293",1,1,2,1,1,1,3,1,1983,34,2,7,12,10,4,2
"1294",1,1,1,1,2,2,4,2,1972,45,2,7,12,10,4,1
"1295",1,1,2,2,2,1,3,1,1980,37,2,2,3,10,4,2
"1296",1,2,2,2,2,2,3,2,1986,31,2,3,6,10,4,1
"1297",1,1,2,2,2,2,3,1,1980,37,2,3,6,20,4,1
"1298",1,2,2,2,3,1,2,2,1971,46,4,1,-1,20,4,1
"1299",1,1,2,2,2,2,3,1,1984,33,2,3,6,10,4,2
"1300",1,2,2,2,2,4,2,2,1979,38,2,3,6,10,4,1
"1301",1,2,2,2,3,2,3,1,1978,39,2,2,5,40,6,3
"1302",1,2,2,2,4,2,2,2,1982,35,2,2,6,40,7,3
"1303",1,2,2,2,3,2,3,1,1960,57,2,2,6,40,1,2
"1304",2,2,2,2,3,2,3,2,1962,55,4,2,1,40,1,2
"1305",1,2,2,2,1,3,2,1,1954,63,2,2,1,40,3,3
"1306",1,2,2,2,3,2,3,2,1978,39,2,5,10,40,1,1
"1307",1,2,2,2,4,2,3,1,1975,42,2,5,9,40,1,2
"1308",1,2,2,2,3,2,2,2,1964,53,2,1,-1,40,3,3
"1309",8,2,2,2,3,2,2,1,1997,20,1,5,12,40,3,2
"1310",1,2,2,2,3,1,3,2,1975,42,2,2,3,40,7,3
"1311",1,2,1,2,2,1,3,1,1970,47,2,5,9,20,4,2
"1312",1,2,2,2,3,1,3,2,1986,31,2,7,12,20,4,3
"1313",1,2,2,2,4,1,1,1,1970,47,2,2,5,20,4,3
"1314",1,2,2,2,2,1,2,2,1980,37,2,4,7,20,4,2
"1315",1,2,1,2,1,2,3,1,1955,62,2,4,8,20,4,2
